Time_Index,NENGREST_biomass_1,NENGREST_conventional_hydroelectric_1,NENGREST_hydroelectric_pumped_storage_1,NENGREST_natural_gas_fired_combined_cycle_1,NENGREST_natural_gas_fired_combined_cycle_2,NENGREST_natural_gas_fired_combustion_turbine_1,NENGREST_nuclear_1,NENGREST_offshore_wind_turbine_1,NENGREST_onshore_wind_turbine_1,NENGREST_small_hydroelectric_1,NENGREST_solar_photovoltaic_1,NENG_CT_biomass_1,NENG_CT_conventional_hydroelectric_1,NENG_CT_hydroelectric_pumped_storage_1,NENG_CT_natural_gas_fired_combined_cycle_1,NENG_CT_natural_gas_fired_combined_cycle_2,NENG_CT_natural_gas_fired_combustion_turbine_1,NENG_CT_natural_gas_fired_combustion_turbine_2,NENG_CT_nuclear_1,NENG_CT_onshore_wind_turbine_1,NENG_CT_small_hydroelectric_1,NENG_CT_solar_photovoltaic_1,NENG_ME_biomass_1,NENG_ME_conventional_hydroelectric_1,NENG_ME_natural_gas_fired_combined_cycle_1,NENG_ME_natural_gas_fired_combined_cycle_2,NENG_ME_onshore_wind_turbine_1,NENG_ME_small_hydroelectric_1,NENG_ME_solar_photovoltaic_1,NENGREST_naturalgas_ccccsavgcf_mid_0,NENGREST_naturalgas_ccavgcf_mid_0,NENGREST_naturalgas_ctavgcf_mid_0,NENGREST_battery_mid_0,NENGREST_naturalgas_ccs100_mid_0,NENGREST_landbasedwind_ltrg1_mid_130_1,NENGREST_utilitypv_losangeles_mid_80_0_2_1,NENGREST_offshorewind_otrg3_mid_fixed_1_176_77_1,NENGREST_heat_load_shifting_1
5928,1,0.1345,1,1,1,1,1,1,0.2216,0.1345,0,1,0.1898,1,1,1,1,1,1,0.1865,0.1898,0,1,0.4945,1,1,0.0656,0.4945,0,1,1,1,1,1,0.122220159,0,1,0.520239246
5929,1,0.1345,1,1,1,1,1,1,0.373,0.1345,0,1,0.1899,1,1,1,1,1,1,0.25,0.1899,0,1,0.4946,1,1,0.1032,0.4946,0,1,1,1,1,1,0.230292439,0,1,0.499335428
5930,1,0.1346,1,1,1,1,1,1,0.5172,0.1346,0,1,0.1899,1,1,1,1,1,1,0.4213,0.1899,0,1,0.4947,1,1,0.1332,0.4947,0,1,1,1,1,1,0.367994756,0,1,0.489246013
5931,1,0.1347,1,1,1,1,1,1,0.4514,0.1347,0,1,0.1899,1,1,1,1,1,1,0.3949,0.1899,0,1,0.4947,1,1,0.1256,0.4947,0,1,1,1,1,1,0.373429954,0,1,0.487010633
5932,1,0.1347,1,1,1,1,1,1,0.534,0.1347,0,1,0.19,1,1,1,1,1,1,0.418,0.19,0,1,0.4948,1,1,0.0958,0.4948,0,1,1,1,1,1,0.369426072,0,1,0.499395843
5933,1,0.1348,1,1,1,1,1,1,0.5149,0.1348,0,1,0.19,1,1,1,1,1,1,0.4564,0.19,0,1,0.4949,1,1,0.1141,0.4949,0,1,1,1,1,1,0.361668885,0,1,0.543438859
5934,1,0.1348,1,1,1,1,1,1,0.501,0.1348,0,1,0.19,1,1,1,1,1,1,0.2764,0.19,0,1,0.4949,1,1,0.1255,0.4949,0,1,1,1,1,1,0.319415838,0,1,0.624697922
5935,1,0.1349,1,1,1,1,1,1,0.4703,0.1349,0.0732,1,0.1901,1,1,1,1,1,1,0.1479,0.1901,0.0657,1,0.495,1,1,0.1295,0.495,0.02,1,1,1,1,1,0.228522331,0.086366922,1,0.68318028
5936,1,0.135,1,1,1,1,1,1,0.4117,0.135,0.1679,1,0.1901,1,1,1,1,1,1,0.1324,0.1901,0.1288,1,0.4951,1,1,0.1337,0.4951,0.2741,1,1,1,1,1,0.210369214,0.199451268,1,0.715260996
5937,1,0.135,1,1,1,1,1,1,0.3521,0.135,0.2066,1,0.1901,1,1,1,1,1,1,0.1179,0.1901,0.1571,1,0.4951,1,1,0.1418,0.4951,0.4345,1,1,1,1,1,0.192685917,0.299786925,1,0.740635573
5938,1,0.1351,1,1,1,1,1,1,0.2953,0.1351,0.2384,1,0.1902,1,1,1,1,1,1,0.1044,0.1902,0.1825,1,0.4952,1,1,0.1536,0.4952,0.4405,1,1,1,1,1,0.175729752,0.309527516,1,0.753322861
5939,1,0.1352,1,1,1,1,1,1,0.2442,0.1352,0.2465,1,0.1902,1,1,1,1,1,1,0.0918,0.1902,0.2773,1,0.4953,1,1,0.1683,0.4953,0.4969,1,1,1,1,1,0.159870997,0.316515714,1,0.756887385
5940,1,0.1352,1,1,1,1,1,1,0.1999,0.1352,0.3014,1,0.1902,1,1,1,1,1,1,0.08,0.1902,0.373,1,0.4953,1,1,0.1857,0.4953,0.5167,1,1,1,1,1,0.145476744,0.433055609,1,0.756101982
5941,1,0.1353,1,1,1,1,1,1,0.1623,0.1353,0.3405,1,0.1903,1,1,1,1,1,1,0.0691,0.1903,0.3983,1,0.4954,1,1,0.206,0.4954,0.4825,1,1,1,1,1,0.132850707,0.494182676,1,0.761660222
5942,1,0.1353,1,1,1,1,1,1,0.1328,0.1353,0.3923,1,0.1903,1,1,1,1,1,1,0.0589,0.1903,0.451,1,0.4955,1,1,0.2295,0.4955,0.4677,1,1,1,1,1,0.122335494,0.625758827,1,0.76739971
5943,1,0.1354,1,1,1,1,1,1,0.0586,0.1354,0.3101,1,0.1903,1,1,1,1,1,1,0.0765,0.1903,0.3065,1,0.4956,1,1,0.2495,0.4956,0.3579,1,1,1,1,1,0.054683857,0.570139587,0.944267392,0.770057999
5944,1,0.1355,1,1,1,1,1,1,0.0773,0.1355,0.1691,1,0.1904,1,1,1,1,1,1,0.1544,0.1904,0.2558,1,0.4956,1,1,0.2025,0.4956,0.2427,1,1,1,1,1,0.120395347,0.461558312,0.951584458,0.776824553
5945,1,0.1355,1,1,1,1,1,1,0.06,0.1355,0.0711,1,0.1904,1,1,1,1,1,1,0.0534,0.1904,0.1138,1,0.4957,1,1,0.151,0.4957,0.0612,1,1,1,1,1,0.083444834,0.341441214,0.934746146,0.775857902
5946,1,0.1356,1,1,1,1,1,1,0.0278,0.1356,0,1,0.1904,1,1,1,1,1,1,0.0325,0.1904,0,1,0.4958,1,1,0.0879,0.4958,0,1,1,1,1,1,0.023218421,0,0.715287924,0.761962301
5947,1,0.1356,1,1,1,1,1,1,0.0021,0.1356,0,1,0.1905,1,1,1,1,1,1,0.0448,0.1905,0,1,0.4958,1,1,0.0428,0.4958,0,1,1,1,1,1,0.018810013,0,0.479520142,0.765164331
5948,1,0.1357,1,1,1,1,1,1,0.0171,0.1357,0,1,0.1905,1,1,1,1,1,1,0.1205,0.1905,0,1,0.4959,1,1,0.106,0.4959,0,1,1,1,1,1,0.048839495,0,0.63966608,0.750181247
5949,1,0.1358,1,1,1,1,1,1,0.0127,0.1358,0,1,0.1905,1,1,1,1,1,1,0.0965,0.1905,0,1,0.496,1,1,0.0716,0.496,0,1,1,1,1,1,0.041625228,0,0.283604562,0.696230063
5950,1,0.1358,1,1,1,1,1,1,0.0129,0.1358,0,1,0.1906,1,1,1,1,1,1,0.0439,0.1906,0,1,0.496,1,1,0.0701,0.496,0,1,1,1,1,1,0.027883265,0,0.264105678,0.624214596
5951,1,0.1359,1,1,1,1,1,1,0.0329,0.1359,0,1,0.1906,1,1,1,1,1,1,0.0786,0.1906,0,1,0.4961,1,1,0.0948,0.4961,0,1,1,1,1,1,0.031517662,0,0.219525144,0.559449009
5952,1,0.136,1,1,1,1,1,1,0.0149,0.136,0,1,0.1906,1,1,1,1,1,1,0.0477,0.1906,0,1,0.4962,1,1,0.0849,0.4962,0,1,1,1,1,1,0.019867841,0,0.185272053,0.511539391
5953,1,0.136,1,1,1,1,1,1,0.0068,0.136,0,1,0.1907,1,1,1,1,1,1,0.0593,0.1907,0,1,0.4963,1,1,0.0754,0.4963,0,1,1,1,1,1,0.013167127,0,0.241326898,0.481935718
5954,1,0.1361,1,1,1,1,1,1,0.0053,0.1361,0,1,0.1907,1,1,1,1,1,1,0.0062,0.1907,0,1,0.4963,1,1,0.0919,0.4963,0,1,1,1,1,1,0.009082382,0,0.127287477,0.464958917
5955,1,0.1361,1,1,1,1,1,1,0.0033,0.1361,0,1,0.1907,1,1,1,1,1,1,0,0.1907,0,1,0.4964,1,1,0.0712,0.4964,0,1,1,1,1,1,0.005643473,0,0.044953976,0.457709038
5956,1,0.1362,1,1,1,1,1,1,0,0.1362,0,1,0.1908,1,1,1,1,1,1,0,0.1908,0,1,0.4965,1,1,0.0375,0.4965,0,1,1,1,1,1,0.002623653,0,0.024067208,0.464656839
5957,1,0.1363,1,1,1,1,1,1,0,0.1363,0,1,0.1908,1,1,1,1,1,1,0,0.1908,0,1,0.4965,1,1,0.033,0.4965,0,1,1,1,1,1,0.000483813,0,0.023009125,0.50181247
5958,1,0.1363,1,1,1,1,1,1,0,0.1363,0.0291,1,0.1908,1,1,1,1,1,1,0.0027,0.1908,0.0211,1,0.4966,1,1,0.0429,0.4966,0.0114,1,1,1,1,1,0.000304776,0.123580031,0.019330844,0.569296762
5959,1,0.1364,1,1,1,1,1,1,0,0.1364,0.1833,1,0.1909,1,1,1,1,1,1,0.0031,0.1909,0.1874,1,0.4967,1,1,0.0298,0.4967,0.1546,1,1,1,1,1,6.13E-05,0.358814359,0.047075283,0.619623006
5960,1,0.1365,1,1,1,1,1,1,0,0.1365,0.3117,1,0.1909,1,1,1,1,1,1,0,0.1909,0.2569,1,0.4967,1,1,0.0314,0.4967,0.2627,1,1,1,1,1,0,0.465008944,0.012487499,0.649045433
5961,1,0.1365,1,1,1,1,1,1,0,0.1365,0.4065,1,0.1909,1,1,1,1,1,1,0,0.1909,0.3506,1,0.4968,1,1,0.0264,0.4968,0.447,1,1,1,1,1,0,0.521941125,0.020607334,0.673695022
5962,1,0.1366,1,1,1,1,1,1,0.0056,0.1366,0.4223,1,0.191,1,1,1,1,1,1,0,0.191,0.3533,1,0.4969,1,1,0.0408,0.4969,0.5246,1,1,1,1,1,0.004389509,0.506582737,0.04749329,0.696592557
5963,1,0.1366,1,1,1,1,1,1,0.0134,0.1366,0.4042,1,0.191,1,1,1,1,1,1,0,0.191,0.3779,1,0.497,1,1,0.0286,0.497,0.6181,1,1,1,1,1,0.005197558,0.548367858,0.034554631,0.710306912
5964,1,0.1367,1,1,1,1,1,1,0.0134,0.1367,0.4151,1,0.191,1,1,1,1,1,1,0,0.191,0.4124,1,0.497,1,1,0.0345,0.497,0.5332,1,1,1,1,1,0.000567326,0.561560929,0.041288555,0.716771387
5965,1,0.1368,1,1,1,1,1,1,0.0429,0.1368,0.5723,1,0.1911,1,1,1,1,1,1,0.0016,0.1911,0.5579,1,0.4971,1,1,0.0312,0.4971,0.5245,1,1,1,1,1,0.009951531,0.717249632,0.009462653,0.732237796
5966,1,0.1368,1,1,1,1,1,1,0.0595,0.1368,0.42,1,0.1911,1,1,1,1,1,1,0.0047,0.1911,0.4595,1,0.4972,1,1,0.0242,0.4972,0.5284,1,1,1,1,1,0.013655808,0.57770133,0.016905699,0.744200097
5967,1,0.1369,1,1,1,1,1,1,0.1101,0.1369,0.3031,1,0.1911,1,1,1,1,1,1,0.0447,0.1911,0.3614,1,0.4972,1,1,0.0166,0.4972,0.3663,1,1,1,1,1,0.031230699,0.454265654,0.045591258,0.750060416
5968,1,0.137,1,1,1,1,1,1,0.1285,0.137,0.208,1,0.1912,1,1,1,1,1,1,0.0236,0.1912,0.2101,1,0.4973,1,1,0.0134,0.4973,0.1759,1,1,1,1,1,0.03728161,0.364834994,0.023397695,0.750543741
5969,1,0.137,1,1,1,1,1,1,0.0665,0.137,0.0589,1,0.1912,1,1,1,1,1,1,0.0117,0.1912,0.0484,1,0.4974,1,1,0.013,0.4974,0.0503,1,1,1,1,1,0.0344055,0.124025799,0.006887906,0.740877235
5970,1,0.1371,1,1,1,1,1,1,0.0929,0.1371,0,1,0.1912,1,1,1,1,1,1,0.0031,0.1912,0,1,0.4974,1,1,0.0287,0.4974,0,1,1,1,1,1,0.060429662,0,0.027498685,0.726739971
5971,1,0.1371,1,1,1,1,1,1,0.1494,0.1371,0,1,0.1913,1,1,1,1,1,1,0.0122,0.1913,0,1,0.4975,1,1,0.0694,0.4975,0,1,1,1,1,1,0.184030995,0,0.069434009,0.740514741
5972,1,0.1372,1,1,1,1,1,1,0.1055,0.1372,0,1,0.1913,1,1,1,1,1,1,0.0042,0.1913,0,1,0.4976,1,1,0.0294,0.4976,0,1,1,1,1,1,0.12487901,0,0.068475574,0.730364911
5973,1,0.1373,1,1,1,1,1,1,0.0868,0.1373,0,1,0.1913,1,1,1,1,1,1,0.0904,0.1913,0,1,0.4976,1,1,0.0233,0.4976,0,1,1,1,1,1,0.088014461,0,0.080878749,0.681246979
5974,1,0.1373,1,1,1,1,1,1,0.1109,0.1373,0,1,0.1914,1,1,1,1,1,1,0.1231,0.1914,0,1,0.4977,1,1,0.0337,0.4977,0,1,1,1,1,1,0.103047058,0,0.032123711,0.614125181
5975,1,0.1374,1,1,1,1,1,1,0.093,0.1374,0,1,0.1914,1,1,1,1,1,1,0.1661,0.1914,0,1,0.4978,1,1,0.0275,0.4978,0,1,1,1,1,1,0.078244023,0,0.059068274,0.552803287
5976,1,0.1375,1,1,1,1,1,1,0.0703,0.1375,0,1,0.1914,1,1,1,1,1,1,0.1381,0.1914,0,1,0.4979,1,1,0.0205,0.4979,0,1,1,1,1,1,0.070897885,0,0.036388308,0.510210246
5977,1,0.1375,1,1,1,1,1,1,0.0664,0.1375,0,1,0.1915,1,1,1,1,1,1,0.109,0.1915,0,1,0.4979,1,1,0.0411,0.4979,0,1,1,1,1,1,0.072409943,0,0.026423514,0.48398985
5978,1,0.1376,1,1,1,1,1,1,0.0371,0.1376,0,1,0.1915,1,1,1,1,1,1,0.1453,0.1915,0,1,0.498,1,1,0.0744,0.498,0,1,1,1,1,1,0.042199798,0,0.003798511,0.468160947
5979,1,0.1376,1,1,1,1,1,1,0.0305,0.1376,0,1,0.1915,1,1,1,1,1,1,0.2383,0.1915,0,1,0.4981,1,1,0.0895,0.4981,0,1,1,1,1,1,0.036882583,0,0.003186311,0.460367327
5980,1,0.1377,1,1,1,1,1,1,0.046,0.1377,0,1,0.1916,1,1,1,1,1,1,0.0505,0.1916,0,1,0.4981,1,1,0.0846,0.4981,0,1,1,1,1,1,0.055530336,0,0.028958339,0.468523441
5981,1,0.1378,1,1,1,1,1,1,0.052,0.1378,0,1,0.1916,1,1,1,1,1,1,0.0597,0.1916,0,1,0.4982,1,1,0.084,0.4982,0,1,1,1,1,1,0.077730529,0,0.023053024,0.506766554
5982,1,0.1378,1,1,1,1,1,1,0.0396,0.1378,0.0156,1,0.1916,1,1,1,1,1,1,0.0387,0.1916,0.0104,1,0.4983,1,1,0.0747,0.4983,0.0122,1,1,1,1,1,0.092917517,0.102800414,0,0.575277912
5983,1,0.1379,1,1,1,1,1,1,0.0289,0.1379,0.1777,1,0.1917,1,1,1,1,1,1,0.019,0.1917,0.182,1,0.4983,1,1,0.0858,0.4983,0.1842,1,1,1,1,1,0.054429609,0.424200326,0.007863286,0.628020783
5984,1,0.138,1,1,1,1,1,1,0.0136,0.138,0.3414,1,0.1917,1,1,1,1,1,1,0,0.1917,0.3132,1,0.4984,1,1,0.0415,0.4984,0.3851,1,1,1,1,1,0.021973809,0.640088022,0.069944344,0.66481392
5985,1,0.138,1,1,1,1,1,1,0.0051,0.138,0.4545,1,0.1917,1,1,1,1,1,1,0,0.1917,0.441,1,0.4985,1,1,0.0177,0.4985,0.5391,1,1,1,1,1,0.015129083,0.694108725,0.119302124,0.699552924
5986,1,0.1381,1,1,1,1,1,1,0.0052,0.1381,0.5332,1,0.1918,1,1,1,1,1,1,0,0.1918,0.5768,1,0.4986,1,1,0.0067,0.4986,0.6514,1,1,1,1,1,0.002366751,0.770029902,0.082650892,0.733627356
5987,1,0.1381,1,1,1,1,1,1,0.0293,0.1381,0.5542,1,0.1918,1,1,1,1,1,1,0.0014,0.1918,0.5987,1,0.4986,1,1,0.0125,0.4986,0.6601,1,1,1,1,1,0.009054823,0.765254617,0.088944927,0.765466409
5988,1,0.1382,1,1,1,1,1,1,0.0473,0.1382,0.5877,1,0.1918,1,1,1,1,1,1,0.0008,0.1918,0.6058,1,0.4987,1,1,0.0178,0.4987,0.6122,1,1,1,1,1,0.022993993,0.780810714,0.098923154,0.787820203
5989,1,0.1383,1,1,1,1,1,1,0.0408,0.1383,0.5931,1,0.1919,1,1,1,1,1,1,0.0019,0.1919,0.5975,1,0.4988,1,1,0.0109,0.4988,0.5883,1,1,1,1,1,0.018590689,0.823780775,0.07489486,0.807696955
5990,1,0.1383,1,1,1,1,1,1,0.072,0.1383,0.5437,1,0.1919,1,1,1,1,1,1,0.0172,0.1919,0.5655,1,0.4988,1,1,0.0316,0.4988,0.5636,1,1,1,1,1,0.021013908,0.829051197,0.025363509,0.822015466
5991,1,0.1384,1,1,1,1,1,1,0.1254,0.1384,0.4321,1,0.1919,1,1,1,1,1,1,0.0018,0.1919,0.4518,1,0.4989,1,1,0.0152,0.4989,0.4374,1,1,1,1,1,0.021364611,0.77479136,0.065937668,0.828359111
5992,1,0.1385,1,1,1,1,1,1,0.2055,0.1385,0.2742,1,0.192,1,1,1,1,1,1,0,0.192,0.3123,1,0.499,1,1,0.0068,0.499,0.2694,1,1,1,1,1,0.043151043,0.640737414,0.137817502,0.828117448
5993,1,0.1385,1,1,1,1,1,1,0.1029,0.1385,0.0898,1,0.192,1,1,1,1,1,1,0,0.192,0.1255,1,0.499,1,1,0.0083,0.499,0.0799,1,1,1,1,1,0.017360311,0.35890004,0.176832557,0.810234413
5994,1,0.1386,1,1,1,1,1,1,0.0886,0.1386,0,1,0.192,1,1,1,1,1,1,0,0.192,0,1,0.4991,1,1,0.018,0.4991,0,1,1,1,1,1,0.021828212,0,0.101047449,0.78298695
5995,1,0.1386,1,1,1,1,1,1,0.0448,0.1386,0,1,0.1921,1,1,1,1,1,1,0.0925,0.1921,0,1,0.4992,1,1,0.0439,0.4992,0,1,1,1,1,1,0.018395089,0,0.042895794,0.783349444
5996,1,0.1387,1,1,1,1,1,1,0.0667,0.1387,0,1,0.1921,1,1,1,1,1,1,0.0836,0.1921,0,1,0.4993,1,1,0.0548,0.4993,0,1,1,1,1,1,0.028573651,0,0.080336355,0.766735138
5997,1,0.1388,1,1,1,1,1,1,0.0452,0.1388,0,1,0.1921,1,1,1,1,1,1,0.0105,0.1921,0,1,0.4993,1,1,0.0424,0.4993,0,1,1,1,1,1,0.039511546,0,0.075490654,0.720456742
5998,1,0.1388,1,1,1,1,1,1,0.1527,0.1388,0,1,0.1922,1,1,1,1,1,1,0.0231,0.1922,0,1,0.4994,1,1,0.0615,0.4994,0,1,1,1,1,1,0.139827818,0,0.119851753,0.659195263
5999,1,0.1389,1,1,1,1,1,1,0.0901,0.1389,0,1,0.1922,1,1,1,1,1,1,0,0.1922,0,1,0.4995,1,1,0.0477,0.4995,0,1,1,1,1,1,0.101670042,0,0.144589305,0.597087965
6000,1,0.139,1,1,1,1,1,1,0.1662,0.139,0,1,0.1922,1,1,1,1,1,1,0.0459,0.1922,0,1,0.4995,1,1,0.0678,0.4995,0,1,1,1,1,1,0.142270789,0,0.272694886,0.550024166
6001,1,0.139,1,1,1,1,1,1,0.1725,0.139,0,1,0.1923,1,1,1,1,1,1,0.1051,0.1923,0,1,0.4996,1,1,0.06,0.4996,0,1,1,1,1,1,0.174543083,0,0.421237111,0.518608023
6002,1,0.1391,1,1,1,1,1,1,0.263,0.1391,0,1,0.1923,1,1,1,1,1,1,0.1314,0.1923,0,1,0.4997,1,1,0.1112,0.4997,0,1,1,1,1,1,0.264144421,0,0.460700244,0.499758337
6003,1,0.1391,1,1,1,1,1,1,0.2888,0.1391,0,1,0.1923,1,1,1,1,1,1,0.1775,0.1923,0,1,0.4997,1,1,0.1388,0.4997,0,1,1,1,1,1,0.317258775,0,0.32569623,0.489306428
6004,1,0.1392,1,1,1,1,1,1,0.2439,0.1392,0,1,0.1924,1,1,1,1,1,1,0.1181,0.1924,0,1,0.4998,1,1,0.1854,0.4998,0,1,1,1,1,1,0.236760184,0,0.31124109,0.487554374
6005,1,0.1393,1,1,1,1,1,1,0.1321,0.1393,0,1,0.1924,1,1,1,1,1,1,0.1452,0.1924,0,1,0.4999,1,1,0.1724,0.4999,0,1,1,1,1,1,0.138028443,0,0.226705596,0.50181247
6006,1,0.1393,1,1,1,1,1,1,0.1705,0.1393,0.0115,1,0.1924,1,1,1,1,1,1,0.1646,0.1924,0.0229,1,0.4999,1,1,0.1537,0.4999,0.0067,1,1,1,1,1,0.221906975,0.117262945,0.176943585,0.523682939
6007,1,0.1394,1,1,1,1,1,1,0.182,0.1394,0.1767,1,0.1925,1,1,1,1,1,1,0.14,0.1925,0.1488,1,0.5,1,1,0.2054,0.5,0.0856,1,1,1,1,1,0.208804697,0.341635019,0.236427605,0.560536491
6008,1,0.1394,1,1,1,1,1,1,0.2374,0.1394,0.3089,1,0.1925,1,1,1,1,1,1,0.2581,0.1925,0.2908,1,0.5,1,1,0.365,0.5,0.2128,1,1,1,1,1,0.323783875,0.459548593,0.240054533,0.614789754
6009,1,0.1394,1,1,1,1,1,1,0.2331,0.1394,0.4449,1,0.1925,1,1,1,1,1,1,0.2784,0.1925,0.4346,1,0.5,1,1,0.4839,0.5,0.2725,1,1,1,1,1,0.339126289,0.632744253,0.178052217,0.660161914
6010,1,0.1394,1,1,1,1,1,1,0.3766,0.1394,0.5362,1,0.1925,1,1,1,1,1,1,0.5268,0.1925,0.5418,1,0.5,1,1,0.5577,0.5,0.3764,1,1,1,1,1,0.516341031,0.720212162,0.206216902,0.693390527
6011,1,0.1394,1,1,1,1,1,1,0.4994,0.1394,0.57,1,0.1925,1,1,1,1,1,1,0.4674,0.1925,0.4529,1,0.5,1,1,0.5513,0.5,0.4495,1,1,1,1,1,0.600580812,0.805724204,0.444039911,0.711636056
6012,1,0.1394,1,1,1,1,1,1,0.6019,0.1394,0.5135,1,0.1925,1,1,1,1,1,1,0.4697,0.1925,0.4359,1,0.5,1,1,0.62,0.5,0.3783,1,1,1,1,1,0.622774959,0.704189241,0.839558661,0.720940068
6013,1,0.1394,1,1,1,1,1,1,0.6425,0.1394,0.2195,1,0.1925,1,1,1,1,1,1,0.5728,0.1925,0.2553,1,0.5,1,1,0.7235,0.5,0.3014,1,1,1,1,1,0.692257345,0.315516144,0.973973572,0.722692122
6014,1,0.1394,1,1,1,1,1,1,0.6703,0.1394,0.4304,1,0.1925,1,1,1,1,1,1,0.5061,0.1925,0.4062,1,0.5,1,1,0.83,0.5,0.3896,1,1,1,1,1,0.692470908,0.553966999,1,0.721242146
6015,1,0.1394,1,1,1,1,1,1,0.5848,0.1394,0.3597,1,0.1925,1,1,1,1,1,1,0.4159,0.1925,0.3526,1,0.5,1,1,0.8511,0.5,0.3054,1,1,1,1,1,0.501482964,0.548487961,1,0.719188014
6016,1,0.1394,1,1,1,1,1,1,0.7101,0.1394,0.2144,1,0.1925,1,1,1,1,1,1,0.3319,0.1925,0.1845,1,0.5,1,1,0.8687,0.5,0.1427,1,1,1,1,1,0.653491855,0.407101333,1,0.718704688
6017,1,0.1394,1,1,1,1,1,1,0.6876,0.1394,0.0314,1,0.1925,1,1,1,1,1,1,0.2988,0.1925,0.0227,1,0.5,1,1,0.8475,0.5,0.0119,1,1,1,1,1,0.584894836,0.065185234,1,0.718221363
6018,1,0.1394,1,1,1,1,1,1,0.6239,0.1394,0,1,0.1925,1,1,1,1,1,1,0.1861,0.1925,0,1,0.5,1,1,0.8136,0.5,0,1,1,1,1,1,0.425092578,0,1,0.719248429
6019,1,0.1394,1,1,1,1,1,1,0.6,0.1394,0,1,0.1925,1,1,1,1,1,1,0.047,0.1925,0,1,0.5,1,1,0.7526,0.5,0,1,1,1,1,1,0.492502183,0,1,0.72341711
6020,1,0.1394,1,1,1,1,1,1,0.5793,0.1394,0,1,0.1925,1,1,1,1,1,1,0.0531,0.1925,0,1,0.5,1,1,0.7858,0.5,0,1,1,1,1,1,0.442642272,0,1,0.701667472
6021,1,0.1394,1,1,1,1,1,1,0.2321,0.1394,0,1,0.1925,1,1,1,1,1,1,0.0142,0.1925,0,1,0.5,1,1,0.7444,0.5,0,1,1,1,1,1,0.118143365,0,1,0.65979942
6022,1,0.1394,1,1,1,1,1,1,0.1256,0.1394,0,1,0.1925,1,1,1,1,1,1,0.1282,0.1925,0,1,0.5,1,1,0.6535,0.5,0,1,1,1,1,1,0.071695447,0,1,0.600410826
6023,1,0.1394,1,1,1,1,1,1,0.1982,0.1394,0,1,0.1925,1,1,1,1,1,1,0.2164,0.1925,0,1,0.5,1,1,0.5561,0.5,0,1,1,1,1,1,0.252884477,0,0.964363039,0.539028516
6024,1,0.1394,1,1,1,1,1,1,0.2326,0.1394,0,1,0.1925,1,1,1,1,1,1,0.2934,0.1925,0,1,0.5,1,1,0.522,0.5,0,1,1,1,1,1,0.329701245,0,0.771039307,0.493716771
6025,1,0.1394,1,1,1,1,1,1,0.2116,0.1394,0,1,0.1925,1,1,1,1,1,1,0.1275,0.1925,0,1,0.5,1,1,0.3746,0.5,0,1,1,1,1,1,0.277370751,0,0.65467912,0.46338811
6026,1,0.1394,1,1,1,1,1,1,0.1275,0.1394,0,1,0.1925,1,1,1,1,1,1,0.1093,0.1925,0,1,0.5,1,1,0.3247,0.5,0,1,1,1,1,1,0.177121028,0,0.338238299,0.441638473
6027,1,0.1394,1,1,1,1,1,1,0.1293,0.1394,0,1,0.1925,1,1,1,1,1,1,0.1473,0.1925,0,1,0.5,1,1,0.2456,0.5,0,1,1,1,1,1,0.181966156,0,0.136732996,0.428951184
6028,1,0.1394,1,1,1,1,1,1,0.0956,0.1394,0,1,0.1925,1,1,1,1,1,1,0.1807,0.1925,0,1,0.5,1,1,0.1532,0.5,0,1,1,1,1,1,0.149742231,0,0.079691082,0.423392943
6029,1,0.1394,1,1,1,1,1,1,0.0738,0.1394,0,1,0.1925,1,1,1,1,1,1,0.1356,0.1925,0,1,0.5,1,1,0.1131,0.5,0,1,1,1,1,1,0.113218963,0,0.060098767,0.427440793
6030,1,0.1394,1,1,1,1,1,1,0.0699,0.1394,0.001,1,0.1925,1,1,1,1,1,1,0.0707,0.1925,0.003,1,0.5,1,1,0.1296,0.5,0.0049,1,1,1,1,1,0.078904249,0.002765674,0.144085303,0.437711455
6031,1,0.1394,1,1,1,1,1,1,0.0482,0.1394,0.1336,1,0.1925,1,1,1,1,1,1,0.045,0.1925,0.1512,1,0.5,1,1,0.1279,0.5,0.1705,1,1,1,1,1,0.064226419,0.289121717,0.133341789,0.458977767
6032,1,0.1394,1,1,1,1,1,1,0.0331,0.1394,0.2726,1,0.1925,1,1,1,1,1,1,0.0209,0.1925,0.3599,1,0.5,1,1,0.1311,0.5,0.3234,1,1,1,1,1,0.051407803,0.531296372,0.104293585,0.496314645
6033,1,0.1394,1,1,1,1,1,1,0.038,0.1394,0.3365,1,0.1925,1,1,1,1,1,1,0.0633,0.1925,0.4842,1,0.5,1,1,0.1555,0.5,0.4318,1,1,1,1,1,0.048164736,0.626157999,0.184518665,0.528999517
6034,1,0.1394,1,1,1,1,1,1,0.0196,0.1394,0.3469,1,0.1925,1,1,1,1,1,1,0.0475,0.1925,0.5349,1,0.5,1,1,0.0694,0.5,0.5625,1,1,1,1,1,0.004493305,0.640071273,0.274346679,0.549117931
6035,1,0.1394,1,1,1,1,1,1,0.016,0.1394,0.4095,1,0.1925,1,1,1,1,1,1,0.0284,0.1925,0.5971,1,0.5,1,1,0.019,0.5,0.5204,1,1,1,1,1,0.007111216,0.715521097,0.194186062,0.562409377
