Time_Index,NENGREST_biomass_1,NENGREST_conventional_hydroelectric_1,NENGREST_hydroelectric_pumped_storage_1,NENGREST_natural_gas_fired_combined_cycle_1,NENGREST_natural_gas_fired_combined_cycle_2,NENGREST_natural_gas_fired_combustion_turbine_1,NENGREST_nuclear_1,NENGREST_offshore_wind_turbine_1,NENGREST_onshore_wind_turbine_1,NENGREST_small_hydroelectric_1,NENGREST_solar_photovoltaic_1,NENG_CT_biomass_1,NENG_CT_conventional_hydroelectric_1,NENG_CT_hydroelectric_pumped_storage_1,NENG_CT_natural_gas_fired_combined_cycle_1,NENG_CT_natural_gas_fired_combined_cycle_2,NENG_CT_natural_gas_fired_combustion_turbine_1,NENG_CT_natural_gas_fired_combustion_turbine_2,NENG_CT_nuclear_1,NENG_CT_onshore_wind_turbine_1,NENG_CT_small_hydroelectric_1,NENG_CT_solar_photovoltaic_1,NENG_ME_biomass_1,NENG_ME_conventional_hydroelectric_1,NENG_ME_natural_gas_fired_combined_cycle_1,NENG_ME_natural_gas_fired_combined_cycle_2,NENG_ME_onshore_wind_turbine_1,NENG_ME_small_hydroelectric_1,NENG_ME_solar_photovoltaic_1,NENGREST_naturalgas_ccccsavgcf_mid_0,NENGREST_naturalgas_ccavgcf_mid_0,NENGREST_naturalgas_ctavgcf_mid_0,NENGREST_battery_mid_0,NENGREST_naturalgas_ccs100_mid_0,NENGREST_landbasedwind_ltrg1_mid_130_1,NENGREST_utilitypv_losangeles_mid_80_0_2_1,NENGREST_offshorewind_otrg3_mid_fixed_1_176_77_1,NENGREST_heat_load_shifting_1
1366,1,0.4019,1,1,1,1,1,1,0.1314,0.4019,0,1,0.3043,1,1,1,1,1,1,0.02,0.3043,0,1,0.5971,1,1,0.3448,0.5971,0,1,1,1,1,1,0.158169836,0,0.308257461,0.53020783
1367,1,0.4025,1,1,1,1,1,1,0.0398,0.4025,0,1,0.3045,1,1,1,1,1,1,0.0042,0.3045,0,1,0.5971,1,1,0.3336,0.5971,0,1,1,1,1,1,0.03931801,0,0.206810862,0.490031416
1368,1,0.4031,1,1,1,1,1,1,0.0292,0.4031,0,1,0.3048,1,1,1,1,1,1,0,0.3048,0,1,0.5971,1,1,0.3394,0.5971,0,1,1,1,1,1,0.027643431,0,0.148094043,0.463931851
1369,1,0.4037,1,1,1,1,1,1,0.0092,0.4037,0,1,0.305,1,1,1,1,1,1,0,0.305,0,1,0.5971,1,1,0.3368,0.5971,0,1,1,1,1,1,0.011203881,0,0.066478491,0.450821653
1370,1,0.4043,1,1,1,1,1,1,0.0004,0.4043,0,1,0.3052,1,1,1,1,1,1,0.0402,0.3052,0,1,0.597,1,1,0.2879,0.597,0,1,1,1,1,1,0.001025435,0,0.05046368,0.44641131
1371,1,0.4049,1,1,1,1,1,1,0,0.4049,0,1,0.3055,1,1,1,1,1,1,0.1299,0.3055,0,1,0.597,1,1,0.2485,0.597,0,1,1,1,1,1,0.000819372,0,0.022333281,0.449009183
1372,1,0.4055,1,1,1,1,1,1,0,0.4055,0,1,0.3057,1,1,1,1,1,1,0.2862,0.3057,0,1,0.597,1,1,0.2129,0.597,0,1,1,1,1,1,0.000865534,0,0.005766654,0.465683905
1373,1,0.4061,1,1,1,1,1,1,0.002,0.4061,0,1,0.3059,1,1,1,1,1,1,0.4551,0.3059,0,1,0.597,1,1,0.1319,0.597,0,1,1,1,1,1,0.002846701,0,0.005199458,0.512083132
1374,1,0.4067,1,1,1,1,1,1,0.0168,0.4067,0,1,0.3062,1,1,1,1,1,1,0.6174,0.3062,0,1,0.597,1,1,0.0671,0.597,0,1,1,1,1,1,0.025565792,0,0.015766324,0.584702755
1375,1,0.4073,1,1,1,1,1,1,0.0699,0.4073,0.1125,1,0.3064,1,1,1,1,1,1,0.6954,0.3064,0.1173,1,0.5969,1,1,0.0196,0.5969,0.083,1,1,1,1,1,0.091522515,0.362919331,0.003080994,0.623368777
1376,1,0.4079,1,1,1,1,1,1,0.0772,0.4079,0.356,1,0.3066,1,1,1,1,1,1,0.4774,0.3066,0.3683,1,0.5969,1,1,0.0281,0.5969,0.2995,1,1,1,1,1,0.113768086,0.652352095,0.007784966,0.627537458
1377,1,0.4085,1,1,1,1,1,1,0.0621,0.4085,0.5329,1,0.3069,1,1,1,1,1,1,0.1986,0.3069,0.5489,1,0.5969,1,1,0.0245,0.5969,0.4315,1,1,1,1,1,0.06129599,0.824364781,0.103760526,0.625362494
1378,1,0.4091,1,1,1,1,1,1,0.0835,0.4091,0.6532,1,0.3071,1,1,1,1,1,1,0.2539,0.3071,0.6211,1,0.5969,1,1,0.0191,0.5969,0.5097,1,1,1,1,1,0.061323229,0.867859423,0.109047562,0.622704205
1379,1,0.4097,1,1,1,1,1,1,0.2013,0.4097,0.6198,1,0.3073,1,1,1,1,1,1,0.1509,0.3073,0.6396,1,0.5969,1,1,0.0497,0.5969,0.4446,1,1,1,1,1,0.119529605,0.79660821,0.267525673,0.617448043
1380,1,0.4103,1,1,1,1,1,1,0.3588,0.4103,0.576,1,0.3076,1,1,1,1,1,1,0.2876,0.3076,0.562,1,0.5969,1,1,0.0595,0.5969,0.4083,1,1,1,1,1,0.201812148,0.732457042,0.504703224,0.610500242
1381,1,0.4109,1,1,1,1,1,1,0.3983,0.4109,0.4972,1,0.3078,1,1,1,1,1,1,0.2302,0.3078,0.5109,1,0.5968,1,1,0.1,0.5968,0.3889,1,1,1,1,1,0.250873774,0.650224507,0.556471407,0.605364911
1382,1,0.4115,1,1,1,1,1,1,0.5283,0.4115,0.434,1,0.308,1,1,1,1,1,1,0.3073,0.308,0.4805,1,0.5968,1,1,0.0939,0.5968,0.3912,1,1,1,1,1,0.302939594,0.5960235,0.74094075,0.597450459
1383,1,0.4121,1,1,1,1,1,1,0.5046,0.4121,0.3725,1,0.3083,1,1,1,1,1,1,0.3485,0.3083,0.4096,1,0.5968,1,1,0.0921,0.5968,0.308,1,1,1,1,1,0.387218773,0.579043031,0.798558354,0.597087965
1384,1,0.4127,1,1,1,1,1,1,0.392,0.4127,0.2309,1,0.3085,1,1,1,1,1,1,0.3114,0.3085,0.2484,1,0.5968,1,1,0.1639,0.5968,0.2116,1,1,1,1,1,0.253047496,0.379780114,0.961131096,0.614910585
1385,1,0.4133,1,1,1,1,1,1,0.4748,0.4133,0.031,1,0.3087,1,1,1,1,1,1,0.3276,0.3087,0.0355,1,0.5968,1,1,0.1114,0.5968,0.017,1,1,1,1,1,0.365817815,0.137814298,0.839261591,0.655509908
1386,1,0.4139,1,1,1,1,1,1,0.4369,0.4139,0,1,0.309,1,1,1,1,1,1,0.357,0.309,0,1,0.5967,1,1,0.1053,0.5967,0,1,1,1,1,1,0.383567482,0,0.827914476,0.67762204
1387,1,0.4145,1,1,1,1,1,1,0.2959,0.4145,0,1,0.3092,1,1,1,1,1,1,0.1144,0.3092,0,1,0.5967,1,1,0.104,0.5967,0,1,1,1,1,1,0.189153269,0,1,0.66022233
1388,1,0.4151,1,1,1,1,1,1,0.3496,0.4151,0,1,0.3094,1,1,1,1,1,1,0.1938,0.3094,0,1,0.5967,1,1,0.0795,0.5967,0,1,1,1,1,1,0.242191285,0,1,0.629652006
1389,1,0.4157,1,1,1,1,1,1,0.3048,0.4157,0,1,0.3097,1,1,1,1,1,1,0.2593,0.3097,0,1,0.5967,1,1,0.0678,0.5967,0,1,1,1,1,1,0.270067394,0,1,0.585548574
1390,1,0.4163,1,1,1,1,1,1,0.4117,0.4163,0,1,0.3099,1,1,1,1,1,1,0.3685,0.3099,0,1,0.5967,1,1,0.1001,0.5967,0,1,1,1,1,1,0.445810914,0,1,0.530811986
1391,1,0.4169,1,1,1,1,1,1,0.2682,0.4169,0,1,0.3101,1,1,1,1,1,1,0.0299,0.3101,0,1,0.5967,1,1,0.1169,0.5967,0,1,1,1,1,1,0.265841335,0,1,0.481150314
1392,1,0.4175,1,1,1,1,1,1,0.2878,0.4175,0,1,0.3104,1,1,1,1,1,1,0.2292,0.3104,0,1,0.5966,1,1,0.1835,0.5966,0,1,1,1,1,1,0.394671381,0,1,0.449794587
1393,1,0.4181,1,1,1,1,1,1,0.4232,0.4181,0,1,0.3106,1,1,1,1,1,1,0.8014,0.3106,0,1,0.5966,1,1,0.2542,0.5966,0,1,1,1,1,1,0.591702759,0,1,0.432515708
1394,1,0.4187,1,1,1,1,1,1,0.6124,0.4187,0,1,0.3108,1,1,1,1,1,1,0.9494,0.3108,0,1,0.5966,1,1,0.3498,0.5966,0,1,1,1,1,1,0.680683792,0,1,0.425144998
1395,1,0.4193,1,1,1,1,1,1,0.7899,0.4193,0,1,0.3111,1,1,1,1,1,1,0.9171,0.3111,0,1,0.5966,1,1,0.3433,0.5966,0,1,1,1,1,1,0.716486096,0,1,0.425084582
1396,1,0.4199,1,1,1,1,1,1,0.7323,0.4199,0,1,0.3113,1,1,1,1,1,1,0.9201,0.3113,0,1,0.5966,1,1,0.3059,0.5966,0,1,1,1,1,1,0.70897305,0,1,0.438738521
1397,1,0.4205,1,1,1,1,1,1,0.5026,0.4205,0,1,0.3115,1,1,1,1,1,1,0.5768,0.3115,0,1,0.5965,1,1,0.3223,0.5965,0,1,1,1,1,1,0.446083426,0,1,0.484110681
1398,1,0.4211,1,1,1,1,1,1,0.4904,0.4211,0,1,0.3118,1,1,1,1,1,1,0.9158,0.3118,0,1,0.5965,1,1,0.3202,0.5965,0,1,1,1,1,1,0.459275633,0,1,0.555703238
1399,1,0.4217,1,1,1,1,1,1,0.4545,0.4217,0.1087,1,0.312,1,1,1,1,1,1,0.9817,0.312,0.0994,1,0.5965,1,1,0.2834,0.5965,0.0737,1,1,1,1,1,0.469420403,0.32464236,1,0.594067182
1400,1,0.4223,1,1,1,1,1,1,0.5209,0.4223,0.3544,1,0.3122,1,1,1,1,1,1,0.996,0.3122,0.3477,1,0.5965,1,1,0.4425,0.5965,0.2356,1,1,1,1,1,0.667920172,0.672137439,1,0.601860802
1401,1,0.4229,1,1,1,1,1,1,0.6531,0.4229,0.526,1,0.3125,1,1,1,1,1,1,0.9906,0.3125,0.5349,1,0.5965,1,1,0.5557,0.5965,0.4073,1,1,1,1,1,0.798058748,0.807663262,0.978954554,0.604277429
1402,1,0.4235,1,1,1,1,1,1,0.6549,0.4235,0.6408,1,0.3127,1,1,1,1,1,1,0.9029,0.3127,0.6978,1,0.5964,1,1,0.4798,0.5964,0.5928,1,1,1,1,1,0.804043353,0.905044079,0.996002078,0.603612856
1403,1,0.4241,1,1,1,1,1,1,0.6261,0.4241,0.7259,1,0.3129,1,1,1,1,1,1,0.7263,0.3129,0.7436,1,0.5964,1,1,0.4861,0.5964,0.6234,1,1,1,1,1,0.808500886,0.997356832,0.97644031,0.599262929
1404,1,0.4247,1,1,1,1,1,1,0.5034,0.4247,0.7394,1,0.3132,1,1,1,1,1,1,0.5745,0.3132,0.7539,1,0.5964,1,1,0.4388,0.5964,0.6626,1,1,1,1,1,0.586636424,0.999852955,0.961481094,0.590683905
1405,1,0.4253,1,1,1,1,1,1,0.3529,0.4253,0.7445,1,0.3134,1,1,1,1,1,1,0.3597,0.3134,0.7562,1,0.5964,1,1,0.3954,0.5964,0.6882,1,1,1,1,1,0.420677632,0.998685718,0.743787408,0.585488159
1406,1,0.4259,1,1,1,1,1,1,0.2567,0.4259,0.6903,1,0.3136,1,1,1,1,1,1,0.3605,0.3136,0.7237,1,0.5964,1,1,0.3959,0.5964,0.6502,1,1,1,1,1,0.262393802,0.992434502,0.664148569,0.577754954
1407,1,0.4265,1,1,1,1,1,1,0.2756,0.4265,0.5453,1,0.3139,1,1,1,1,1,1,0.4314,0.3139,0.5939,1,0.5964,1,1,0.3948,0.5964,0.4902,1,1,1,1,1,0.255487084,0.941280425,0.755597949,0.574432093
1408,1,0.4271,1,1,1,1,1,1,0.2144,0.4271,0.3608,1,0.3141,1,1,1,1,1,1,0.3611,0.3141,0.4036,1,0.5963,1,1,0.3295,0.5963,0.2916,1,1,1,1,1,0.252370685,0.757384777,0.849936962,0.586394393
1409,1,0.4277,1,1,1,1,1,1,0.1339,0.4277,0.1034,1,0.3143,1,1,1,1,1,1,0.3655,0.3143,0.1432,1,0.5963,1,1,0.1643,0.5963,0.0647,1,1,1,1,1,0.16882728,0.377316296,0.586313844,0.629168681
1410,1,0.4283,1,1,1,1,1,1,0.1083,0.4283,0,1,0.3146,1,1,1,1,1,1,0.1859,0.3146,0,1,0.5963,1,1,0.1129,0.5963,0,1,1,1,1,1,0.147950053,0,0.336912453,0.667955534
1411,1,0.4289,1,1,1,1,1,1,0.0977,0.4289,0,1,0.3148,1,1,1,1,1,1,0.1212,0.3148,0,1,0.5963,1,1,0.0851,0.5963,0,1,1,1,1,1,0.062489115,0,0.206251562,0.689282262
1412,1,0.4295,1,1,1,1,1,1,0.0625,0.4295,0,1,0.315,1,1,1,1,1,1,0.0489,0.315,0,1,0.5963,1,1,0.1272,0.5963,0,1,1,1,1,1,0.042908009,0,0.072877184,0.657926535
1413,1,0.4301,1,1,1,1,1,1,0.051,0.4301,0,1,0.3153,1,1,1,1,1,1,0.0351,0.3153,0,1,0.5962,1,1,0.1914,0.5962,0,1,1,1,1,1,0.06019498,0,0.066931695,0.611043983
1414,1,0.4307,1,1,1,1,1,1,0.0394,0.4307,0,1,0.3155,1,1,1,1,1,1,0.0388,0.3155,0,1,0.5962,1,1,0.2219,0.5962,0,1,1,1,1,1,0.029386185,0,0.085998125,0.553951184
1415,1,0.4313,1,1,1,1,1,1,0.0237,0.4313,0,1,0.3158,1,1,1,1,1,1,0.0071,0.3158,0,1,0.5962,1,1,0.2569,0.5962,0,1,1,1,1,1,0.019183569,0,0.027430978,0.504047849
1416,1,0.4464,1,1,1,1,1,1,0.3783,0.4464,0,1,0.3216,1,1,1,1,1,1,0.2079,0.3216,0,1,0.5958,1,1,0.5114,0.5958,0,1,1,1,1,1,0.236058563,0,1,0.471060899
1417,1,0.447,1,1,1,1,1,1,0.4998,0.447,0,1,0.3218,1,1,1,1,1,1,0.2403,0.3218,0,1,0.5957,1,1,0.5333,0.5957,0,1,1,1,1,1,0.381674767,0,1,0.454869502
1418,1,0.4476,1,1,1,1,1,1,0.4703,0.4476,0,1,0.3221,1,1,1,1,1,1,0.3205,0.3221,0,1,0.5957,1,1,0.4822,0.5957,0,1,1,1,1,1,0.414666831,0,1,0.446652972
1419,1,0.4482,1,1,1,1,1,1,0.5433,0.4482,0,1,0.3223,1,1,1,1,1,1,0.7249,0.3223,0,1,0.5957,1,1,0.471,0.5957,0,1,1,1,1,1,0.547833204,0,1,0.446773804
1420,1,0.4488,1,1,1,1,1,1,0.6033,0.4488,0,1,0.3225,1,1,1,1,1,1,0.7394,0.3225,0,1,0.5957,1,1,0.5416,0.5957,0,1,1,1,1,1,0.632923007,0,1,0.458977767
1421,1,0.4494,1,1,1,1,1,1,0.5526,0.4494,0,1,0.3228,1,1,1,1,1,1,0.5011,0.3228,0,1,0.5957,1,1,0.5642,0.5957,0,1,1,1,1,1,0.536062539,0,1,0.499395843
1422,1,0.45,1,1,1,1,1,1,0.7082,0.45,0,1,0.323,1,1,1,1,1,1,0.3877,0.323,0,1,0.5956,1,1,0.5117,0.5956,0,1,1,1,1,1,0.730086029,0,1,0.567846786
1423,1,0.4506,1,1,1,1,1,1,0.5337,0.4506,0.0012,1,0.3232,1,1,1,1,1,1,0.1968,0.3232,0,1,0.5956,1,1,0.4334,0.5956,0.0313,1,1,1,1,1,0.503750265,0.001447855,1,0.611587724
1424,1,0.4512,1,1,1,1,1,1,0.5129,0.4512,0.0987,1,0.3235,1,1,1,1,1,1,0.3503,0.3235,0.1325,1,0.5956,1,1,0.4872,0.5956,0.1533,1,1,1,1,1,0.571908832,0.171162888,1,0.630860319
1425,1,0.4518,1,1,1,1,1,1,0.5016,0.4518,0.236,1,0.3237,1,1,1,1,1,1,0.2689,0.3237,0.2152,1,0.5956,1,1,0.6826,0.5956,0.237,1,1,1,1,1,0.546067178,0.33188802,0.996508241,0.643124698
1426,1,0.4524,1,1,1,1,1,1,0.3496,0.4524,0.2788,1,0.3239,1,1,1,1,1,1,0.3206,0.3239,0.271,1,0.5956,1,1,0.7223,0.5956,0.3442,1,1,1,1,1,0.389580488,0.384430587,0.730470657,0.653757854
1427,1,0.453,1,1,1,1,1,1,0.4899,0.453,0.2928,1,0.3242,1,1,1,1,1,1,0.2516,0.3242,0.2875,1,0.5955,1,1,0.651,0.5955,0.4079,1,1,1,1,1,0.525342405,0.426064044,0.429888517,0.657382794
1428,1,0.4536,1,1,1,1,1,1,0.4972,0.4536,0.305,1,0.3244,1,1,1,1,1,1,0.1737,0.3244,0.2862,1,0.5955,1,1,0.6022,0.5955,0.4069,1,1,1,1,1,0.560156584,0.460175931,0.377106726,0.655509908
1429,1,0.4542,1,1,1,1,1,1,0.3772,0.4542,0.3275,1,0.3246,1,1,1,1,1,1,0.2194,0.3246,0.3344,1,0.5955,1,1,0.5819,0.5955,0.3995,1,1,1,1,1,0.370929271,0.48941341,0.498627692,0.652066216
1430,1,0.4548,1,1,1,1,1,1,0.3438,0.4548,0.2761,1,0.3249,1,1,1,1,1,1,0.0763,0.3249,0.2861,1,0.5955,1,1,0.5939,0.5955,0.4217,1,1,1,1,1,0.311155796,0.44111979,0.177044883,0.646930884
1431,1,0.4554,1,1,1,1,1,1,0.4127,0.4554,0.2452,1,0.3251,1,1,1,1,1,1,0.149,0.3251,0.2878,1,0.5955,1,1,0.4528,0.5955,0.3544,1,1,1,1,1,0.310162783,0.440178603,0.271545738,0.645118415
1432,1,0.456,1,1,1,1,1,1,0.4948,0.456,0.1599,1,0.3253,1,1,1,1,1,1,0.1176,0.3253,0.1996,1,0.5955,1,1,0.3128,0.5955,0.1943,1,1,1,1,1,0.329362243,0.315480709,0.389777482,0.657503625
1433,1,0.4566,1,1,1,1,1,1,0.4882,0.4566,0.0273,1,0.3256,1,1,1,1,1,1,0.104,0.3256,0.0536,1,0.5954,1,1,0.2706,0.5954,0.0125,1,1,1,1,1,0.269563437,0.10764236,0.581470251,0.689403093
1434,1,0.4572,1,1,1,1,1,1,0.502,0.4572,0,1,0.3258,1,1,1,1,1,1,0.148,0.3258,0,1,0.5954,1,1,0.195,0.5954,0,1,1,1,1,1,0.239605755,0,0.94175458,0.709823586
1435,1,0.4578,1,1,1,1,1,1,0.5481,0.4578,0,1,0.326,1,1,1,1,1,1,0.0708,0.326,0,1,0.5954,1,1,0.1746,0.5954,0,1,1,1,1,1,0.271193445,0,0.980552793,0.69417593
1436,1,0.4584,1,1,1,1,1,1,0.4296,0.4584,0,1,0.3263,1,1,1,1,1,1,0.1414,0.3263,0,1,0.5954,1,1,0.2216,0.5954,0,1,1,1,1,1,0.146482587,0,0.973687828,0.666807637
1437,1,0.459,1,1,1,1,1,1,0.4335,0.459,0,1,0.3265,1,1,1,1,1,1,0.1619,0.3265,0,1,0.5954,1,1,0.2177,0.5954,0,1,1,1,1,1,0.17974323,0,1,0.623066699
1438,1,0.4596,1,1,1,1,1,1,0.3909,0.4596,0,1,0.3267,1,1,1,1,1,1,0.1105,0.3267,0,1,0.5953,1,1,0.187,0.5953,0,1,1,1,1,1,0.16350086,0,1,0.566880135
1439,1,0.4602,1,1,1,1,1,1,0.4076,0.4602,0,1,0.327,1,1,1,1,1,1,0.0465,0.327,0,1,0.5953,1,1,0.1284,0.5953,0,1,1,1,1,1,0.160651237,0,1,0.516855969
1440,1,0.4608,1,1,1,1,1,1,0.2612,0.4608,0,1,0.3272,1,1,1,1,1,1,0.1105,0.3272,0,1,0.5953,1,1,0.0966,0.5953,0,1,1,1,1,1,0.085876822,0,1,0.485741904
1441,1,0.4614,1,1,1,1,1,1,0.3,0.4614,0,1,0.3274,1,1,1,1,1,1,0.0822,0.3274,0,1,0.5953,1,1,0.0825,0.5953,0,1,1,1,1,1,0.104943633,0,1,0.468644273
1442,1,0.462,1,1,1,1,1,1,0.1953,0.462,0,1,0.3277,1,1,1,1,1,1,0.0468,0.3277,0,1,0.5953,1,1,0.0676,0.5953,0,1,1,1,1,1,0.045927264,0,1,0.459581924
1443,1,0.4626,1,1,1,1,1,1,0.1357,0.4626,0,1,0.3279,1,1,1,1,1,1,0.0278,0.3279,0,1,0.5953,1,1,0.0641,0.5953,0,1,1,1,1,1,0.037467021,0,0.978099942,0.46018608
1444,1,0.4632,1,1,1,1,1,1,0.1204,0.4632,0,1,0.3282,1,1,1,1,1,1,0.0567,0.3282,0,1,0.5952,1,1,0.043,0.5952,0,1,1,1,1,1,0.031195018,0,0.992019773,0.472812953
1445,1,0.4638,1,1,1,1,1,1,0.1157,0.4638,0,1,0.3284,1,1,1,1,1,1,0.021,0.3284,0,1,0.5952,1,1,0.0455,0.5952,0,1,1,1,1,1,0.036286328,0,0.970421076,0.516553891
1446,1,0.4644,1,1,1,1,1,1,0.0798,0.4644,0,1,0.3286,1,1,1,1,1,1,0,0.3286,0,1,0.5952,1,1,0.0425,0.5952,0,1,1,1,1,1,0.022009969,0,0.677206099,0.586636056
1447,1,0.465,1,1,1,1,1,1,0.06,0.465,0.08,1,0.3289,1,1,1,1,1,1,0,0.3289,0.0821,1,0.5952,1,1,0.0273,0.5952,0.1116,1,1,1,1,1,0.019928429,0.230487347,0.429493636,0.62862494
1448,1,0.4656,1,1,1,1,1,1,0.0436,0.4656,0.2855,1,0.3291,1,1,1,1,1,1,0,0.3291,0.3,1,0.5952,1,1,0.0315,0.5952,0.3085,1,1,1,1,1,0.01011998,0.489325792,0.284449577,0.641251812
1449,1,0.4662,1,1,1,1,1,1,0.0273,0.4662,0.4105,1,0.3293,1,1,1,1,1,1,0,0.3293,0.4184,1,0.5951,1,1,0.0252,0.5951,0.4517,1,1,1,1,1,0.002791016,0.637326479,0.260011911,0.644574674
1450,1,0.4668,1,1,1,1,1,1,0.0145,0.4668,0.4747,1,0.3296,1,1,1,1,1,1,0.0118,0.3296,0.4849,1,0.5951,1,1,0.0175,0.5951,0.5673,1,1,1,1,1,0.002380059,0.685161471,0.215823472,0.646930884
1451,1,0.4674,1,1,1,1,1,1,0.0067,0.4674,0.4782,1,0.3298,1,1,1,1,1,1,0,0.3298,0.4879,1,0.5951,1,1,0.0165,0.5951,0.5496,1,1,1,1,1,0.001479373,0.66568768,0.119631961,0.643064282
1452,1,0.468,1,1,1,1,1,1,0.0048,0.468,0.4608,1,0.33,1,1,1,1,1,1,0.0459,0.33,0.4876,1,0.5951,1,1,0.0294,0.5951,0.531,1,1,1,1,1,0.003205543,0.678426385,0.029586229,0.636116481
1453,1,0.4686,1,1,1,1,1,1,0.005,0.4686,0.4747,1,0.3303,1,1,1,1,1,1,0.0086,0.3303,0.4735,1,0.5951,1,1,0.0637,0.5951,0.4696,1,1,1,1,1,0.015528908,0.684808612,0.005995625,0.63237071
1454,1,0.4692,1,1,1,1,1,1,0.0082,0.4692,0.4699,1,0.3305,1,1,1,1,1,1,0.0223,0.3305,0.4588,1,0.5951,1,1,0.052,0.5951,0.4523,1,1,1,1,1,0.019834103,0.677579522,0.023330478,0.624939584
1455,1,0.4698,1,1,1,1,1,1,0.0055,0.4698,0.3974,1,0.3307,1,1,1,1,1,1,0.0784,0.3307,0.3853,1,0.595,1,1,0.0518,0.595,0.4064,1,1,1,1,1,0.02578265,0.626488984,0.023887396,0.621918801
1456,1,0.4704,1,1,1,1,1,1,0.0504,0.4704,0.2223,1,0.331,1,1,1,1,1,1,0.0702,0.331,0.1751,1,0.595,1,1,0.0864,0.595,0.2645,1,1,1,1,1,0.122426704,0.390353918,0.009307191,0.633639439
1457,1,0.471,1,1,1,1,1,1,0.0514,0.471,0.0145,1,0.3312,1,1,1,1,1,1,0.0797,0.3312,0.0119,1,0.595,1,1,0.184,0.595,0.0549,1,1,1,1,1,0.127224758,0.049607038,0.045390859,0.662820203
1458,1,0.4716,1,1,1,1,1,1,0.0381,0.4716,0,1,0.3314,1,1,1,1,1,1,0.0486,0.3314,0,1,0.595,1,1,0.2718,0.595,0,1,1,1,1,1,0.090794317,0,0.050449431,0.676594973
1459,1,0.4722,1,1,1,1,1,1,0.0619,0.4722,0,1,0.3317,1,1,1,1,1,1,0.0952,0.3317,0,1,0.595,1,1,0.3082,0.595,0,1,1,1,1,1,0.130821213,0,0.054654043,0.659014016
1460,1,0.4728,1,1,1,1,1,1,0.0868,0.4728,0,1,0.3319,1,1,1,1,1,1,0.1242,0.3319,0,1,0.5949,1,1,0.2808,0.5949,0,1,1,1,1,1,0.153709069,0,0.109856233,0.634243596
1461,1,0.4734,1,1,1,1,1,1,0.1108,0.4734,0,1,0.3321,1,1,1,1,1,1,0.2067,0.3321,0,1,0.5949,1,1,0.2485,0.5949,0,1,1,1,1,1,0.166512772,0,0.139930442,0.600289995
1462,1,0.474,1,1,1,1,1,1,0.1235,0.474,0,1,0.3324,1,1,1,1,1,1,0.1643,0.3324,0,1,0.5949,1,1,0.3336,0.5949,0,1,1,1,1,1,0.146909863,0,0.391067952,0.555219913
1463,1,0.4746,1,1,1,1,1,1,0.2239,0.4746,0,1,0.3326,1,1,1,1,1,1,0.3317,0.3326,0,1,0.5949,1,1,0.3559,0.5949,0,1,1,1,1,1,0.269388497,0,0.807666779,0.509424843
1464,1,0.4752,1,1,1,1,1,1,0.2186,0.4752,0,1,0.3328,1,1,1,1,1,1,0.4122,0.3328,0,1,0.5949,1,1,0.3396,0.5949,0,1,1,1,1,1,0.295049578,0,1,0.477464959
1465,1,0.4758,1,1,1,1,1,1,0.3517,0.4758,0,1,0.3331,1,1,1,1,1,1,0.5326,0.3331,0,1,0.5948,1,1,0.3756,0.5948,0,1,1,1,1,1,0.48993066,0,1,0.457890285
1466,1,0.4764,1,1,1,1,1,1,0.474,0.4764,0,1,0.3333,1,1,1,1,1,1,0.4499,0.3333,0,1,0.5948,1,1,0.3951,0.5948,0,1,1,1,1,1,0.471177936,0,1,0.445565491
1467,1,0.477,1,1,1,1,1,1,0.4784,0.477,0,1,0.3335,1,1,1,1,1,1,0.2817,0.3335,0,1,0.5948,1,1,0.3928,0.5948,0,1,1,1,1,1,0.427010179,0,1,0.439101015
1468,1,0.4776,1,1,1,1,1,1,0.437,0.4776,0,1,0.3338,1,1,1,1,1,1,0.4271,0.3338,0,1,0.5948,1,1,0.4562,0.5948,0,1,1,1,1,1,0.396080464,0,1,0.440913485
1469,1,0.4782,1,1,1,1,1,1,0.4329,0.4782,0,1,0.334,1,1,1,1,1,1,0.4083,0.334,0,1,0.5948,1,1,0.5714,0.5948,0,1,1,1,1,1,0.4095411,0,1,0.455473659
1470,1,0.4788,1,1,1,1,1,1,0.4344,0.4788,0,1,0.3342,1,1,1,1,1,1,0.3632,0.3342,0,1,0.5948,1,1,0.6546,0.5948,0,1,1,1,1,1,0.393673003,0,1,0.481875302
1471,1,0.4794,1,1,1,1,1,1,0.2777,0.4794,0,1,0.3345,1,1,1,1,1,1,0.1228,0.3345,0,1,0.5947,1,1,0.6673,0.5947,0.0454,1,1,1,1,1,0.233857065,0,1,0.514318511
1472,1,0.48,1,1,1,1,1,1,0.2548,0.48,0.0075,1,0.3347,1,1,1,1,1,1,0.0851,0.3347,0.0049,1,0.5947,1,1,0.6197,0.5947,0.2683,1,1,1,1,1,0.126435742,0.016767081,1,0.553890768
1473,1,0.4806,1,1,1,1,1,1,0.2763,0.4806,0.0829,1,0.3349,1,1,1,1,1,1,0.0834,0.3349,0.0507,1,0.5947,1,1,0.5699,0.5947,0.172,1,1,1,1,1,0.151731223,0.136652529,1,0.583131948
1474,1,0.4812,1,1,1,1,1,1,0.1695,0.4812,0.106,1,0.3352,1,1,1,1,1,1,0.0122,0.3352,0.0354,1,0.5947,1,1,0.6417,0.5947,0.1674,1,1,1,1,1,0.062204644,0.152659342,1,0.596483809
